,action_name,action,reward,episode reward,epoch reward,total reward,lives,end of episode,end of epoch,info,episode,episode step,epoch,epoch step,step,action 0 episode sum,action 0 total sum,action 1 episode sum,action 1 total sum,action 2 episode sum,action 2 total sum,action 3 episode sum,action 3 total sum,action 4 episode sum,action 4 total sum,action 5 episode sum,action 5 total sum,action 6 episode sum,action 6 total sum,action 7 episode sum,action 7 total sum,action 8 episode sum,action 8 total sum
153,DOWNRIGHT,7,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,153,1,153,153,32,32,14,14,18,18,16,16,14,14,18,18,14,14,11,11,16,16
154,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,154,1,154,154,33,33,14,14,18,18,16,16,14,14,18,18,14,14,11,11,16,16
155,DOWNLEFT,8,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,155,1,155,155,33,33,14,14,18,18,16,16,14,14,18,18,14,14,11,11,17,17
156,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,156,1,156,156,34,34,14,14,18,18,16,16,14,14,18,18,14,14,11,11,17,17
157,LEFT,3,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,157,1,157,157,34,34,14,14,18,18,17,17,14,14,18,18,14,14,11,11,17,17
158,UP,1,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,158,1,158,158,34,34,15,15,18,18,17,17,14,14,18,18,14,14,11,11,17,17
159,DOWN,4,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,159,1,159,159,34,34,15,15,18,18,17,17,15,15,18,18,14,14,11,11,17,17
160,DOWNLEFT,8,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,160,1,160,160,34,34,15,15,18,18,17,17,15,15,18,18,14,14,11,11,18,18
161,UP,1,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,161,1,161,161,34,34,16,16,18,18,17,17,15,15,18,18,14,14,11,11,18,18
162,UPLEFT,6,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,162,1,162,162,34,34,16,16,18,18,17,17,15,15,18,18,15,15,11,11,18,18
163,DOWNRIGHT,7,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,163,1,163,163,34,34,16,16,18,18,17,17,15,15,18,18,15,15,12,12,18,18
164,UPRIGHT,5,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,164,1,164,164,34,34,16,16,18,18,17,17,15,15,19,19,15,15,12,12,18,18
165,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,165,1,165,165,35,35,16,16,18,18,17,17,15,15,19,19,15,15,12,12,18,18
166,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,166,1,166,166,36,36,16,16,18,18,17,17,15,15,19,19,15,15,12,12,18,18
167,UP,1,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,167,1,167,167,36,36,17,17,18,18,17,17,15,15,19,19,15,15,12,12,18,18
168,DOWNLEFT,8,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,168,1,168,168,36,36,17,17,18,18,17,17,15,15,19,19,15,15,12,12,19,19
169,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,169,1,169,169,37,37,17,17,18,18,17,17,15,15,19,19,15,15,12,12,19,19
170,DOWN,4,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,170,1,170,170,37,37,17,17,18,18,17,17,16,16,19,19,15,15,12,12,19,19
171,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,171,1,171,171,38,38,17,17,18,18,17,17,16,16,19,19,15,15,12,12,19,19
172,UP,1,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,172,1,172,172,38,38,18,18,18,18,17,17,16,16,19,19,15,15,12,12,19,19
173,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,173,1,173,173,39,39,18,18,18,18,17,17,16,16,19,19,15,15,12,12,19,19
174,UPRIGHT,5,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,174,1,174,174,39,39,18,18,18,18,17,17,16,16,20,20,15,15,12,12,19,19
175,DOWNRIGHT,7,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,175,1,175,175,39,39,18,18,18,18,17,17,16,16,20,20,15,15,13,13,19,19
176,DOWNRIGHT,7,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,176,1,176,176,39,39,18,18,18,18,17,17,16,16,20,20,15,15,14,14,19,19
177,DOWNLEFT,8,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,177,1,177,177,39,39,18,18,18,18,17,17,16,16,20,20,15,15,14,14,20,20
178,UP,1,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,178,1,178,178,39,39,19,19,18,18,17,17,16,16,20,20,15,15,14,14,20,20
179,RIGHT,2,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,179,1,179,179,39,39,19,19,19,19,17,17,16,16,20,20,15,15,14,14,20,20
180,LEFT,3,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,180,1,180,180,39,39,19,19,19,19,18,18,16,16,20,20,15,15,14,14,20,20
181,DOWNRIGHT,7,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,181,1,181,181,39,39,19,19,19,19,18,18,16,16,20,20,15,15,15,15,20,20
182,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,182,1,182,182,40,40,19,19,19,19,18,18,16,16,20,20,15,15,15,15,20,20
183,UPLEFT,6,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,183,1,183,183,40,40,19,19,19,19,18,18,16,16,20,20,16,16,15,15,20,20
184,DOWN,4,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,184,1,184,184,40,40,19,19,19,19,18,18,17,17,20,20,16,16,15,15,20,20
185,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,185,1,185,185,41,41,19,19,19,19,18,18,17,17,20,20,16,16,15,15,20,20
186,UPLEFT,6,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,186,1,186,186,41,41,19,19,19,19,18,18,17,17,20,20,17,17,15,15,20,20
187,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,187,1,187,187,42,42,19,19,19,19,18,18,17,17,20,20,17,17,15,15,20,20
188,UPRIGHT,5,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,188,1,188,188,42,42,19,19,19,19,18,18,17,17,21,21,17,17,15,15,20,20
189,DOWNRIGHT,7,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,189,1,189,189,42,42,19,19,19,19,18,18,17,17,21,21,17,17,16,16,20,20
190,LEFT,3,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,190,1,190,190,42,42,19,19,19,19,19,19,17,17,21,21,17,17,16,16,20,20
191,DOWNLEFT,8,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,191,1,191,191,42,42,19,19,19,19,19,19,17,17,21,21,17,17,16,16,21,21
192,DOWNRIGHT,7,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,192,1,192,192,42,42,19,19,19,19,19,19,17,17,21,21,17,17,17,17,21,21
193,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,193,1,193,193,43,43,19,19,19,19,19,19,17,17,21,21,17,17,17,17,21,21
194,DOWN,4,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,194,1,194,194,43,43,19,19,19,19,19,19,18,18,21,21,17,17,17,17,21,21
195,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,195,1,195,195,44,44,19,19,19,19,19,19,18,18,21,21,17,17,17,17,21,21
196,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,196,1,196,196,45,45,19,19,19,19,19,19,18,18,21,21,17,17,17,17,21,21
197,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,197,1,197,197,46,46,19,19,19,19,19,19,18,18,21,21,17,17,17,17,21,21
198,NOOP,0,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,198,1,198,198,47,47,19,19,19,19,19,19,18,18,21,21,17,17,17,17,21,21
199,LEFT,3,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,199,1,199,199,47,47,19,19,19,19,20,20,18,18,21,21,17,17,17,17,21,21
200,UPRIGHT,5,0.0,2.0,2.0,2.0,5,False,False,{'ale.lives': 5},1,200,1,200,200,47,47,19,19,19,19,20,20,18,18,22,22,17,17,17,17,21,21
201,DOWNLEFT,8,0.0,0.0,0.0,2.0,4,True,True,{'ale.lives': 4},2,1,2,1,201,0,47,0,19,0,19,0,20,0,18,0,22,0,17,0,17,1,22
202,UPLEFT,6,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,2,2,2,202,0,47,0,19,0,19,0,20,0,18,0,22,1,18,0,17,1,22
203,LEFT,3,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,3,2,3,203,0,47,0,19,0,19,1,21,0,18,0,22,1,18,0,17,1,22
204,DOWNLEFT,8,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,4,2,4,204,0,47,0,19,0,19,1,21,0,18,0,22,1,18,0,17,2,23
205,DOWNRIGHT,7,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,5,2,5,205,0,47,0,19,0,19,1,21,0,18,0,22,1,18,1,18,2,23
206,UPLEFT,6,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,6,2,6,206,0,47,0,19,0,19,1,21,0,18,0,22,2,19,1,18,2,23
207,RIGHT,2,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,7,2,7,207,0,47,0,19,1,20,1,21,0,18,0,22,2,19,1,18,2,23
208,NOOP,0,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,8,2,8,208,1,48,0,19,1,20,1,21,0,18,0,22,2,19,1,18,2,23
209,NOOP,0,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,9,2,9,209,2,49,0,19,1,20,1,21,0,18,0,22,2,19,1,18,2,23
210,UP,1,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,10,2,10,210,2,49,1,20,1,20,1,21,0,18,0,22,2,19,1,18,2,23
211,RIGHT,2,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,11,2,11,211,2,49,1,20,2,21,1,21,0,18,0,22,2,19,1,18,2,23
212,NOOP,0,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,12,2,12,212,3,50,1,20,2,21,1,21,0,18,0,22,2,19,1,18,2,23
213,UPLEFT,6,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,13,2,13,213,3,50,1,20,2,21,1,21,0,18,0,22,3,20,1,18,2,23
214,NOOP,0,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,14,2,14,214,4,51,1,20,2,21,1,21,0,18,0,22,3,20,1,18,2,23
215,LEFT,3,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,15,2,15,215,4,51,1,20,2,21,2,22,0,18,0,22,3,20,1,18,2,23
216,DOWNRIGHT,7,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,16,2,16,216,4,51,1,20,2,21,2,22,0,18,0,22,3,20,2,19,2,23
217,UPRIGHT,5,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,17,2,17,217,4,51,1,20,2,21,2,22,0,18,1,23,3,20,2,19,2,23
218,DOWNRIGHT,7,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,18,2,18,218,4,51,1,20,2,21,2,22,0,18,1,23,3,20,3,20,2,23
219,NOOP,0,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,19,2,19,219,5,52,1,20,2,21,2,22,0,18,1,23,3,20,3,20,2,23
220,UPRIGHT,5,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,20,2,20,220,5,52,1,20,2,21,2,22,0,18,2,24,3,20,3,20,2,23
221,NOOP,0,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,21,2,21,221,6,53,1,20,2,21,2,22,0,18,2,24,3,20,3,20,2,23
222,NOOP,0,0.0,0.0,0.0,2.0,4,False,False,{'ale.lives': 4},2,22,2,22,222,7,54,1,20,2,21,2,22,0,18,2,24,3,20,3,20,2,23
223,DOWN,4,1.0,1.0,1.0,3.0,4,False,False,{'ale.lives': 4},2,23,2,23,223,7,54,1,20,2,21,2,22,1,19,2,24,3,20,3,20,2,23
224,UPLEFT,6,0.0,1.0,1.0,3.0,4,False,False,{'ale.lives': 4},2,24,2,24,224,7,54,1,20,2,21,2,22,1,19,2,24,4,21,3,20,2,23
225,LEFT,3,0.0,1.0,1.0,3.0,4,False,False,{'ale.lives': 4},2,25,2,25,225,7,54,1,20,2,21,3,23,1,19,2,24,4,21,3,20,2,23
226,UPLEFT,6,0.0,1.0,1.0,3.0,4,False,False,{'ale.lives': 4},2,26,2,26,226,7,54,1,20,2,21,3,23,1,19,2,24,5,22,3,20,2,23
227,UPLEFT,6,0.0,1.0,1.0,3.0,4,False,False,{'ale.lives': 4},2,27,2,27,227,7,54,1,20,2,21,3,23,1,19,2,24,6,23,3,20,2,23
228,UP,1,0.0,1.0,1.0,3.0,4,False,False,{'ale.lives': 4},2,28,2,28,228,7,54,2,21,2,21,3,23,1,19,2,24,6,23,3,20,2,23
229,UPLEFT,6,0.0,1.0,1.0,3.0,4,False,False,{'ale.lives': 4},2,29,2,29,229,7,54,2,21,2,21,3,23,1,19,2,24,7,24,3,20,2,23
230,NOOP,0,0.0,1.0,1.0,3.0,4,False,False,{'ale.lives': 4},2,30,2,30,230,8,55,2,21,2,21,3,23,1,19,2,24,7,24,3,20,2,23
231,NOOP,0,0.0,1.0,1.0,3.0,4,False,False,{'ale.lives': 4},2,31,2,31,231,9,56,2,21,2,21,3,23,1,19,2,24,7,24,3,20,2,23
232,DOWNLEFT,8,0.0,1.0,1.0,3.0,4,False,False,{'ale.lives': 4},2,32,2,32,232,9,56,2,21,2,21,3,23,1,19,2,24,7,24,3,20,3,24
233,NOOP,0,0.0,1.0,1.0,3.0,4,False,False,{'ale.lives': 4},2,33,2,33,233,10,57,2,21,2,21,3,23,1,19,2,24,7,24,3,20,3,24
234,DOWNRIGHT,7,0.0,1.0,1.0,3.0,4,False,False,{'ale.lives': 4},2,34,2,34,234,10,57,2,21,2,21,3,23,1,19,2,24,7,24,4,21,3,24
235,DOWNLEFT,8,1.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,35,2,35,235,10,57,2,21,2,21,3,23,1,19,2,24,7,24,4,21,4,25
236,UP,1,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,36,2,36,236,10,57,3,22,2,21,3,23,1,19,2,24,7,24,4,21,4,25
237,DOWNLEFT,8,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,37,2,37,237,10,57,3,22,2,21,3,23,1,19,2,24,7,24,4,21,5,26
238,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,38,2,38,238,11,58,3,22,2,21,3,23,1,19,2,24,7,24,4,21,5,26
239,RIGHT,2,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,39,2,39,239,11,58,3,22,3,22,3,23,1,19,2,24,7,24,4,21,5,26
240,DOWNRIGHT,7,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,40,2,40,240,11,58,3,22,3,22,3,23,1,19,2,24,7,24,5,22,5,26
241,DOWNLEFT,8,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,41,2,41,241,11,58,3,22,3,22,3,23,1,19,2,24,7,24,5,22,6,27
242,DOWNLEFT,8,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,42,2,42,242,11,58,3,22,3,22,3,23,1,19,2,24,7,24,5,22,7,28
243,DOWNRIGHT,7,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,43,2,43,243,11,58,3,22,3,22,3,23,1,19,2,24,7,24,6,23,7,28
244,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,44,2,44,244,12,59,3,22,3,22,3,23,1,19,2,24,7,24,6,23,7,28
245,UP,1,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,45,2,45,245,12,59,4,23,3,22,3,23,1,19,2,24,7,24,6,23,7,28
246,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,46,2,46,246,13,60,4,23,3,22,3,23,1,19,2,24,7,24,6,23,7,28
247,RIGHT,2,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,47,2,47,247,13,60,4,23,4,23,3,23,1,19,2,24,7,24,6,23,7,28
248,UPLEFT,6,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,48,2,48,248,13,60,4,23,4,23,3,23,1,19,2,24,8,25,6,23,7,28
249,DOWNRIGHT,7,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,49,2,49,249,13,60,4,23,4,23,3,23,1,19,2,24,8,25,7,24,7,28
250,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,50,2,50,250,14,61,4,23,4,23,3,23,1,19,2,24,8,25,7,24,7,28
251,UPRIGHT,5,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,51,2,51,251,14,61,4,23,4,23,3,23,1,19,3,25,8,25,7,24,7,28
252,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,52,2,52,252,15,62,4,23,4,23,3,23,1,19,3,25,8,25,7,24,7,28
253,UPRIGHT,5,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,53,2,53,253,15,62,4,23,4,23,3,23,1,19,4,26,8,25,7,24,7,28
254,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,54,2,54,254,16,63,4,23,4,23,3,23,1,19,4,26,8,25,7,24,7,28
255,LEFT,3,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,55,2,55,255,16,63,4,23,4,23,4,24,1,19,4,26,8,25,7,24,7,28
256,DOWNLEFT,8,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,56,2,56,256,16,63,4,23,4,23,4,24,1,19,4,26,8,25,7,24,8,29
257,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,57,2,57,257,17,64,4,23,4,23,4,24,1,19,4,26,8,25,7,24,8,29
258,UPLEFT,6,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,58,2,58,258,17,64,4,23,4,23,4,24,1,19,4,26,9,26,7,24,8,29
259,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,59,2,59,259,18,65,4,23,4,23,4,24,1,19,4,26,9,26,7,24,8,29
260,DOWN,4,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,60,2,60,260,18,65,4,23,4,23,4,24,2,20,4,26,9,26,7,24,8,29
261,LEFT,3,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,61,2,61,261,18,65,4,23,4,23,5,25,2,20,4,26,9,26,7,24,8,29
262,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,62,2,62,262,19,66,4,23,4,23,5,25,2,20,4,26,9,26,7,24,8,29
263,UP,1,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,63,2,63,263,19,66,5,24,4,23,5,25,2,20,4,26,9,26,7,24,8,29
264,UPRIGHT,5,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,64,2,64,264,19,66,5,24,4,23,5,25,2,20,5,27,9,26,7,24,8,29
265,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,65,2,65,265,20,67,5,24,4,23,5,25,2,20,5,27,9,26,7,24,8,29
266,DOWNRIGHT,7,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,66,2,66,266,20,67,5,24,4,23,5,25,2,20,5,27,9,26,8,25,8,29
267,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,67,2,67,267,21,68,5,24,4,23,5,25,2,20,5,27,9,26,8,25,8,29
268,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,68,2,68,268,22,69,5,24,4,23,5,25,2,20,5,27,9,26,8,25,8,29
269,LEFT,3,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,69,2,69,269,22,69,5,24,4,23,6,26,2,20,5,27,9,26,8,25,8,29
270,DOWNLEFT,8,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,70,2,70,270,22,69,5,24,4,23,6,26,2,20,5,27,9,26,8,25,9,30
271,UP,1,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,71,2,71,271,22,69,6,25,4,23,6,26,2,20,5,27,9,26,8,25,9,30
272,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,72,2,72,272,23,70,6,25,4,23,6,26,2,20,5,27,9,26,8,25,9,30
273,NOOP,0,0.0,2.0,2.0,4.0,4,False,False,{'ale.lives': 4},2,73,2,73,273,24,71,6,25,4,23,6,26,2,20,5,27,9,26,8,25,9,30
274,DOWNLEFT,8,1.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,74,2,74,274,24,71,6,25,4,23,6,26,2,20,5,27,9,26,8,25,10,31
275,LEFT,3,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,75,2,75,275,24,71,6,25,4,23,7,27,2,20,5,27,9,26,8,25,10,31
276,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,76,2,76,276,25,72,6,25,4,23,7,27,2,20,5,27,9,26,8,25,10,31
277,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,77,2,77,277,26,73,6,25,4,23,7,27,2,20,5,27,9,26,8,25,10,31
278,RIGHT,2,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,78,2,78,278,26,73,6,25,5,24,7,27,2,20,5,27,9,26,8,25,10,31
279,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,79,2,79,279,27,74,6,25,5,24,7,27,2,20,5,27,9,26,8,25,10,31
280,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,80,2,80,280,28,75,6,25,5,24,7,27,2,20,5,27,9,26,8,25,10,31
281,UPLEFT,6,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,81,2,81,281,28,75,6,25,5,24,7,27,2,20,5,27,10,27,8,25,10,31
282,UP,1,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,82,2,82,282,28,75,7,26,5,24,7,27,2,20,5,27,10,27,8,25,10,31
283,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,83,2,83,283,29,76,7,26,5,24,7,27,2,20,5,27,10,27,8,25,10,31
284,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,84,2,84,284,30,77,7,26,5,24,7,27,2,20,5,27,10,27,8,25,10,31
285,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,85,2,85,285,31,78,7,26,5,24,7,27,2,20,5,27,10,27,8,25,10,31
286,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,86,2,86,286,32,79,7,26,5,24,7,27,2,20,5,27,10,27,8,25,10,31
287,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,87,2,87,287,33,80,7,26,5,24,7,27,2,20,5,27,10,27,8,25,10,31
288,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,88,2,88,288,34,81,7,26,5,24,7,27,2,20,5,27,10,27,8,25,10,31
289,LEFT,3,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,89,2,89,289,34,81,7,26,5,24,8,28,2,20,5,27,10,27,8,25,10,31
290,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,90,2,90,290,35,82,7,26,5,24,8,28,2,20,5,27,10,27,8,25,10,31
291,UPRIGHT,5,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,91,2,91,291,35,82,7,26,5,24,8,28,2,20,6,28,10,27,8,25,10,31
292,DOWNLEFT,8,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,92,2,92,292,35,82,7,26,5,24,8,28,2,20,6,28,10,27,8,25,11,32
293,UP,1,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,93,2,93,293,35,82,8,27,5,24,8,28,2,20,6,28,10,27,8,25,11,32
294,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,94,2,94,294,36,83,8,27,5,24,8,28,2,20,6,28,10,27,8,25,11,32
295,UPLEFT,6,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,95,2,95,295,36,83,8,27,5,24,8,28,2,20,6,28,11,28,8,25,11,32
296,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,96,2,96,296,37,84,8,27,5,24,8,28,2,20,6,28,11,28,8,25,11,32
297,RIGHT,2,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,97,2,97,297,37,84,8,27,6,25,8,28,2,20,6,28,11,28,8,25,11,32
298,UP,1,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,98,2,98,298,37,84,9,28,6,25,8,28,2,20,6,28,11,28,8,25,11,32
299,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,99,2,99,299,38,85,9,28,6,25,8,28,2,20,6,28,11,28,8,25,11,32
300,DOWNRIGHT,7,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,100,2,100,300,38,85,9,28,6,25,8,28,2,20,6,28,11,28,9,26,11,32
301,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,101,2,101,301,39,86,9,28,6,25,8,28,2,20,6,28,11,28,9,26,11,32
302,NOOP,0,0.0,3.0,3.0,5.0,4,False,False,{'ale.lives': 4},2,102,2,102,302,40,87,9,28,6,25,8,28,2,20,6,28,11,28,9,26,11,32
303,DOWNLEFT,8,1.0,4.0,4.0,6.0,4,False,False,{'ale.lives': 4},2,103,2,103,303,40,87,9,28,6,25,8,28,2,20,6,28,11,28,9,26,12,33
304,NOOP,0,0.0,4.0,4.0,6.0,4,False,False,{'ale.lives': 4},2,104,2,104,304,41,88,9,28,6,25,8,28,2,20,6,28,11,28,9,26,12,33
305,UP,1,0.0,4.0,4.0,6.0,4,False,False,{'ale.lives': 4},2,105,2,105,305,41,88,10,29,6,25,8,28,2,20,6,28,11,28,9,26,12,33
306,UPRIGHT,5,0.0,4.0,4.0,6.0,4,False,False,{'ale.lives': 4},2,106,2,106,306,41,88,10,29,6,25,8,28,2,20,7,29,11,28,9,26,12,33
